,CIK,FILING_DATE,SUBMISSION_TYPE,OFFERINGAMOUNT,PROGRESSUPDATE,NATUREOFAMENDMENT,MAXIMUMOFFERINGAMOUNT,CURRENTEMPLOYEES,TOTALASSETMOSTRECENTFISCALYEAR,TOTALASSETPRIORFISCALYEAR,CASHEQUIMOSTRECENTFISCALYEAR,CASHEQUIPRIORFISCALYEAR,ACTRECEIVEDRECENTFISCALYEAR,ACTRECEIVEDPRIORFISCALYEAR,SHORTTERMDEBTMRECENTFISCALYEAR,SHORTTERMDEBTPRIORFISCALYEAR,LONGTERMDEBTRECENTFISCALYEAR,LONGTERMDEBTPRIORFISCALYEAR,NETINCOMEMOSTRECENTFISCALYEAR,NETINCOMEPRIORFISCALYEAR,Form_C_Number,Funding_Success
1249,1716456,2017-09-14,C,10000.0,,,450000.0,4.0,170032.0,110331.0,2172.0,2241.0,0.0,0.0,0.0,0.0,344285.0,251510.0,0.0,0.0,1,1
2762,1716456,2018-06-04,C,50000.0,,,107000.0,7.0,246210.38,222775.0,9474.26,7555.0,73252.74,51737.0,2685.82,30744.0,0.63,0.0,-7468.98,-64582.82,2,1
1252,1715749,2017-09-14,C,50000.0,,,500000.0,11.0,563460.0,181821.0,422311.0,146821.0,2976.0,35000.0,8453.0,692.0,841514.0,2932250.0,-174411.0,-94864.0,1,1
1255,1716130,2017-09-15,C,25000.0,,,600000.0,2.0,3428.0,0.0,2739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5932.0,0.0,1,0
1259,1715704,2017-09-15,C,25000.0,,,1000000.0,2.0,25116.0,0.0,25116.0,0.0,0.0,0.0,-206525.0,0.0,0.0,0.0,-206525.0,0.0,1,1
4167,1715704,2019-02-14,C,10000.0,,,535000.0,11.0,347164.0,583309.0,207275.0,478349.0,130254.0,104960.0,216602.0,503590.0,0.0,0.0,-308652.0,-299290.0,2,0
1261,1716092,2017-09-18,C,9999.0,"The amount of securities sold at the close of the offering was $1,069,999.70.",,1000000.0,1.0,16187.0,0.0,16187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11087.0,0.0,1,1
1262,1697565,2017-09-18,C,25000.0,,,300000.0,5.0,18212.0,27500.0,18212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20288.0,-5252.0,1,1
1263,1716588,2017-09-18,C,25000.0,,,1070000.0,14.0,332412.0,226728.0,31795.0,160399.0,142160.0,56522.0,253352.0,33642.0,830810.0,290988.0,-662507.0,-263620.0,1,0
1264,1716797,2017-09-18,C,25000.0,,,1000000.0,13.0,58011.0,16925.0,55858.0,5409.0,1391.0,11516.0,0.0,0.0,0.0,16330.0,-65931.0,-79306.0,1,0
1266,1716174,2017-09-18,C,25000.0,,,1070000.0,4.0,140616.0,534.0,130616.0,534.0,10000.0,0.0,0.0,800.0,71942.0,0.0,-132126.0,-40168.0,1,1
1268,1649856,2017-09-19,C,25000.0,,,1070000.0,2.0,120802.0,92732.0,99668.0,75907.0,21134.0,16825.0,72452.0,77452.0,0.0,0.0,-378233.0,-494129.0,1,1
1271,1716374,2017-09-19,C,100000.0,,"Change deadline date, include video transcripts, and updated business plan.",1000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4089.0,0.0,0.0,0.0,-4089.0,0.0,1,0
1273,1716954,2017-09-19,C,44000.0,,,89000.0,2.0,74913.0,30190.0,5360.0,3340.0,0.0,0.0,0.0,0.0,115108.0,79300.0,7915.0,-29154.0,1,0
1664,1716954,2017-12-11,C,10000.0,,,107000.0,2.0,74913.0,30190.0,5360.0,3340.0,0.0,0.0,0.0,0.0,115108.0,79300.0,7915.0,-29154.0,2,0
1275,1717615,2017-09-21,C,150000.0,,,1000000.0,0.0,17716.0,0.0,17716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32284.0,0.0,1,0
1279,1716903,2017-09-21,C,9999.5,,,106998.5,2.0,13060.0,0.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-290.0,0.0,1,1
1280,1714515,2017-09-21,C,10000.0,,,107000.0,2.0,146018.0,2113.0,130305.0,613.0,0.0,0.0,119968.0,7767.0,20000.0,0.0,-93296.0,-26613.0,1,0
1285,1717073,2017-09-22,C,10000.0,,,107000.0,7.0,11150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14218.73,0.0,1,1
1289,1716462,2017-09-25,C,25000.0,,,1070000.0,11.0,354315.0,53848.0,319225.0,29546.0,0.0,0.0,25658.0,9840.0,5551.0,24338.0,0.0,0.0,1,0
1292,1717605,2017-09-26,C,10000.0,,,107000.0,0.0,33344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,1,1
1293,1716813,2017-09-26,C,9999.45,,,1069999.2,70.0,4116141.0,5941912.0,940545.0,2517569.0,600248.0,928815.0,4443790.0,3852119.0,574873.0,1362737.0,-1576822.0,639661.0,1,1
1300,1716072,2017-09-26,C,9999.78,,Extended the closing date from 9/30/2017 to 10/30/2017,106999.2,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-847.0,0.0,1,1
1304,1554818,2017-09-27,C,10000.0,,Issuer is extending the end date of their offering.,1070000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1305,1716974,2017-09-27,C,9998.56,,,106999.68,5.0,20358.62,0.0,18858.62,0.0,0.0,0.0,17229.04,0.0,0.0,0.0,-363370.42,0.0,1,1
1306,1715555,2017-09-27,C,10000.0,,,107000.0,3.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1307,1716906,2017-09-27,C,10000.0,,,1070000.0,1.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1308,1718026,2017-09-27,C,10000.0,,,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1310,1717946,2017-09-28,C,10000.0,,,100000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1314,1715459,2017-09-29,C,50000.0,,,1000000.0,1.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1316,1696893,2017-09-29,C,10000.0,,"Extended deadline date, and updated business plan.",107000.0,3.0,25654.0,40988.0,25654.0,40988.0,0.0,0.0,0.0,0.0,50000.0,50000.0,-15334.0,-10412.0,1,1
1320,1718275,2017-10-02,C,10000.0,,,107000.0,6.0,384.0,670.0,384.0,670.0,0.0,0.0,1000.0,2709.0,0.0,0.0,-131389.0,-6994.0,1,1
5077,1718275,2019-06-17,C,10000.0,,,107000.0,3.0,36.21,11242.22,76.65,11282.66,-40.44,-40.44,18872.64,18669.66,5000.0,5000.0,-25198.48,-18995.78,2,1
1321,1707358,2017-10-02,C,300002.4,,,1000000.0,35.0,3296227.0,2189548.0,627071.0,285714.0,381326.0,462903.0,820332.0,1180725.0,5304880.0,2329424.0,-2194954.0,-685229.0,1,0
1323,1704837,2017-10-03,C,25000.0,,,1070000.0,0.0,996839.0,0.0,0.0,0.0,0.0,0.0,22495.0,0.0,121829.0,0.0,-57485.0,0.0,1,0
1325,1717883,2017-10-03,C,25000.0,,,107000.0,1.0,139123.98,70299.19,49062.03,2749.14,0.0,0.0,19773.82,19326.67,0.0,20734.02,-120276.93,-130870.71,1,0
1672,1717883,2017-12-12,C,10000.0,,,107000.0,1.0,63770.44,40555.95,6824.33,1239.63,0.0,3683.94,6825.83,5665.46,20734.02,21984.02,-130969.97,-43953.42,2,0
1328,1715971,2017-10-03,C,10000.0,,,1070000.0,3.0,70783.72,51838.75,960.68,267.14,0.0,0.0,0.0,0.0,0.0,0.0,-7828.93,-8445.15,1,0
1335,1718399,2017-10-04,C,10000.0,,Annual Report clarification,107000.0,6.0,31972.0,11174.0,532.0,1770.0,0.0,0.0,0.0,0.0,44451.0,11342.0,-23311.0,-5968.0,1,1
1338,1669753,2017-10-04,C,25000.0,,,325000.0,3.0,7826.0,16989.0,7426.0,16989.0,0.0,0.0,13561.0,9252.0,0.0,0.0,0.0,0.0,1,0
1782,1669753,2018-01-09,C,9999.36,,,106999.2,5.0,38692.43,20254.25,35977.16,17677.98,0.0,0.0,0.0,0.0,3878.33,278.33,-20742.82,-42971.47,2,1
1340,1716818,2017-10-05,C,25000.0,,,500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1350,1715237,2017-10-10,C,100000.0,,,1007000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1355,1717800,2017-10-10,C,9998.8,,,1000000.4,5.0,549162.0,0.0,199576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-570778.0,0.0,1,1
1357,1718518,2017-10-10,C,50000.0,,,570000.0,1.0,440.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2626,1718518,2018-05-14,C,50000.0,,,300000.0,8.0,165034.0,0.0,137140.0,0.0,0.0,0.0,72565.0,0.0,0.0,0.0,-112546.0,0.0,2,0
1359,1717257,2017-10-10,C,100000.0,,,1000000.0,3.0,332219.0,0.0,32516.0,0.0,0.0,0.0,2248.0,0.0,420000.0,0.0,0.0,0.0,1,0
1360,1717014,2017-10-10,C,50000.0,,,1070000.0,25.0,1413141.0,1543716.0,51694.0,13312.0,26689.0,663551.0,2461871.0,3958209.0,3751831.0,848219.0,-5778487.0,-3581413.0,1,1
2160,1717014,2018-03-30,C,10000.0,,,107000.0,6.0,464438.0,168159.0,316.0,3324.0,124287.0,0.0,116879.0,0.0,339835.0,164835.0,3340.0,2283.0,2,1
1361,1715487,2017-10-10,C,10000.0,,,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1362,1719220,2017-10-11,C,10000.0,,,107000.0,2.0,52600.0,100.0,19600.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1370,1705087,2017-10-11,C,200000.0,,Extending the end date of the offering and annual report clarification.,1000000.0,10.0,837.0,2938.0,837.0,2938.0,0.0,0.0,400.0,0.0,0.0,0.0,-2501.0,2938.0,1,0
1371,1710909,2017-10-11,C,10000.0,,"1) Extend the offering deadline to November 30, 2017 2) Change the target offering amount to 90,000 with over-subscriptions allowed to maximum amount of $100,000",1070000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1373,1719434,2017-10-12,C,10000.0,,,1000000.0,7.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1374,1718186,2017-10-12,C,10000.0,,,100000.0,1.0,-617.0,47736.0,-617.0,47736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1376,1714764,2017-10-12,C,10000.0,,,107000.0,6.0,50358.29,0.0,50358.29,0.0,0.0,0.0,29920.79,0.0,0.0,0.0,34551.1,0.0,1,0
1378,1718547,2017-10-12,C,25000.0,,,1070000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3533.0,0.0,1,0
1379,1651770,2017-10-12,C,10000.0,,"Fixed early bird contract, included early bird language in question 13, and updated business plan.",107000.0,5.0,94806.0,51270.0,1506.0,0.0,0.0,0.0,13600.0,2680.0,0.0,0.0,-485567.0,-28595.0,1,0
1381,1716337,2017-10-13,C,50000.0,,Update to Subscription Agreement (Exhibit F of offering document),107000.0,3.0,12616.0,82.0,12564.0,0.0,0.0,0.0,0.0,450.0,40507.0,23483.0,-4040.0,-21538.0,1,0
1383,1718528,2017-10-13,C,25000.0,,,1000000.0,2.0,321861.0,40590.0,299867.0,17681.0,0.0,0.0,133361.0,11527.0,302101.0,74949.0,0.0,0.0,1,1
1384,1139685,2017-10-13,C,74999.56,,,1070000.0,8.0,1346314.0,1591981.0,982225.0,1097894.0,44217.0,135693.0,0.0,186731.0,0.0,0.0,-2228052.0,-1871372.0,1,1
1385,1719193,2017-10-16,C,1070000.0,,,,7.0,50000.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1531,1719193,2017-11-14,C,50000.0,,,1000000.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,2,0
3443,1719193,2018-10-03,C,300000.0,,,1070000.0,20.0,4044706.0,1175732.0,126975.0,533542.0,0.0,0.0,838969.0,155226.0,984455.0,208319.0,-530619.0,72015.0,3,0
1386,1638829,2017-10-16,C,25000.0,,,1070000.0,3.0,234336.0,154020.0,75967.0,3362.0,0.0,0.0,5835.0,11516.0,30987.0,247008.0,-90050.0,-104504.0,1,1
1387,1719671,2017-10-16,C,10000.0,,,107000.0,1.0,100000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1388,1719648,2017-10-16,C,10000.0,,,800000.0,2.0,1030.0,0.0,30.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,1,1
1389,1718752,2017-10-16,C,25000.0,,,1070000.0,2.0,8734.0,15470.0,8734.0,15470.0,0.0,0.0,0.0,0.0,0.0,0.0,-8516.0,5328.0,1,0
1391,1719326,2017-10-17,C,50000.0,,,250000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1392,1718971,2017-10-17,C,50000.0,,,275000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1393,1593780,2017-10-17,C,25000.0,,,1070000.0,15.0,310565.0,2701366.0,231027.0,2538434.0,0.0,0.0,766462.0,144744.0,0.0,0.0,-3393590.0,-1525648.0,1,1
1394,1717349,2017-10-17,C,9999.99,End of offering,,249999.75,2.0,84911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71839.0,0.0,1,1
1395,1684984,2017-10-17,C,25000.0,,,1070000.0,4.0,1046737.0,0.0,956507.0,0.0,0.0,0.0,125092.0,0.0,0.0,0.0,-278355.0,0.0,1,0
1399,1718720,2017-10-17,C,25000.0,,,1070000.0,3.0,55241.0,4416.0,47967.0,2639.0,0.0,0.0,469.0,6000.0,0.0,0.0,-228744.0,-6584.0,1,0
1400,1674858,2017-10-18,C,10000.0,,,107000.0,5.0,420518.0,386000.0,98000.0,135000.0,0.0,0.0,18900.0,12000.0,775500.0,535000.0,-373882.0,-161000.0,1,1
4338,1674858,2019-03-20,C,10000.0,,issuer extended offering deadline.,101434.19,4.0,1112150.0,420518.0,360000.0,98000.0,0.0,0.0,0.0,0.0,1322000.0,775500.0,-232350.0,-373882.0,2,1
1402,1704090,2017-10-18,C,20000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135847.0,0.0,0.0,0.0,0.0,0.0,1,1
1405,1718385,2017-10-19,C,50000.0,,,450000.0,3.0,58870.0,107969.0,8451.0,99336.0,264.0,0.0,0.0,0.0,0.0,0.0,40808.0,9640.0,1,1
1406,1718414,2017-10-19,C,100000.0,,,200000.0,2.0,11393.0,0.0,1889.0,0.0,1784.0,0.0,12207.0,0.0,0.0,0.0,-10616.0,0.0,1,1
1408,1718203,2017-10-19,C,25000.0,,,1070000.0,1.0,28415.0,107499.0,1445.0,1012.0,0.0,0.0,103141.0,303535.0,0.0,0.0,0.0,0.0,1,0
1425,1716791,2017-10-24,C,25000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1431,1719522,2017-10-25,C,150000.0,,,350000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1433,1639718,2017-10-26,C,50000.0,,,1070000.0,30.0,2441164.0,968561.0,1036406.0,709774.0,4989.0,4074.0,52431.0,3860.0,0.0,1949845.0,-2618088.0,-944395.0,1,1
1442,1718335,2017-10-27,C,250000.0,,,1070000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,0.0,-4132.0,-1200.0,1,0
1447,1692309,2017-10-27,C,10000.0,,,1070000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1448,1715640,2017-10-27,C,9999.5,,,1069985.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1449,1719698,2017-10-30,C,25000.0,,,287000.0,12.0,422500.0,0.0,258220.0,0.0,21869.0,0.0,246684.0,0.0,1200000.0,0.0,-1041976.0,0.0,1,0
1457,1661081,2017-10-31,C,350000.0,,,1000000.0,0.0,1554564.0,869175.0,615855.0,654063.0,0.0,0.0,1547004.0,1095745.0,443875.0,101081.0,-1589852.0,-58685.0,1,0
1459,1718535,2017-10-31,C,10000.0,"At the close of the offering, the issuer sold $116,149",,1070000.0,5.0,6503.0,1470.0,6503.0,1470.0,0.0,0.0,3488.0,1105.0,57047.0,47743.0,-6704.0,-47578.0,1,1
1462,1704108,2017-11-01,C,75000.0,,,1000000.0,1.0,5000.0,0.0,5000.0,0.0,0.0,0.0,6050.0,0.0,0.0,0.0,-12100.0,0.0,1,1
1463,1453982,2017-11-01,C,9999.99,End of offering,,499999.5,3.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1464,1721277,2017-11-01,C,10000.0,,,107000.0,5.0,2321.0,0.0,0.0,0.0,0.0,0.0,23849.0,0.0,0.0,0.0,-22328.0,0.0,1,0
1677,1721277,2017-12-12,C,10000.0,,,107000.0,5.0,59805.0,112545.0,15000.0,90000.0,0.0,0.0,39300.0,0.0,18585.0,0.0,23088.0,-217.0,2,1
1468,1696243,2017-11-01,C,400000.0,,,1000000.0,4.0,569363.0,508203.0,70241.0,5927.0,0.0,0.0,23761.0,35817.0,47475.0,35859.0,-652900.0,-563836.0,1,0
1469,1720051,2017-11-01,C,150000.0,,,250000.0,12.0,34400.0,0.0,34400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1471,1719295,2017-11-02,C,9999.72,,,106999.73,2.0,137451.69,32502.09,132343.4,33040.45,0.0,0.0,3199.14,-590.12,555000.0,185000.0,-268839.66,-143428.49,1,0
1475,1712328,2017-11-03,C,20000.0,,,1070000.0,0.0,2600.0,0.0,2600.0,0.0,0.0,0.0,7957.0,0.0,0.0,0.0,0.0,0.0,1,0
1477,1643599,2017-11-03,C,9999.57,,,1069999.21,12.0,505216.0,647022.0,123781.0,321191.0,27564.0,1085.0,2714018.0,1307752.0,51433.0,0.0,-1978635.0,-4308233.0,1,1
1478,1705975,2017-11-06,C,250000.0,,,550000.0,3.0,130948.0,0.0,68398.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,-19061.0,0.0,1,1
1479,1720882,2017-11-06,C,50000.0,,,1000000.0,12.0,64999.0,76574.0,1002.0,90.0,0.0,0.0,44821.0,0.0,88763.0,88763.0,-56396.0,-59614.0,1,0
1480,1721303,2017-11-06,C,10000.0,,,107000.0,3.0,8902.0,0.0,2941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1486,1717904,2017-11-06,C,50000.0,,,1070000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1487,1671911,2017-11-06,C,10000.0,"The final number is $500,000.00 in investments.",,1000000.0,9.0,539769.0,798432.0,38762.0,135302.0,7668.0,2640.0,859087.0,985822.0,0.0,850000.0,-1049372.0,-873562.0,1,1
1488,1684793,2017-11-06,C,10000.0,,,200000.0,3.0,59274.0,0.0,217.0,0.0,0.0,0.0,88834.0,0.0,0.0,0.0,-59409.0,0.0,1,0
1495,1720880,2017-11-07,C,25000.0,,,500000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1502,1719701,2017-11-08,C,50000.0,,,107000.0,0.0,134278.26,0.0,1352.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-221.74,0.0,1,1
1506,1550884,2017-11-08,C,25000.0,,,1000000.0,0.0,2906373.0,3128329.0,0.0,3532.0,94153.0,164487.0,6764335.0,4935916.0,324041.0,724777.0,-4204991.0,-4304541.0,1,0
1508,1722197,2017-11-09,C,10000.0,,,744000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2909,1722197,2018-06-28,C,10000.0,,Change early bird terms,575000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
1509,1646046,2017-11-09,C,9999.36,,,1069740.0,4.0,276450.0,119054.0,231953.0,112054.0,33190.0,0.0,0.0,0.0,750000.0,0.0,-641202.0,-400683.0,1,0
1510,1721429,2017-11-09,C,10000.0,,,107000.0,3.0,200674.43,187927.31,7511.43,3260.31,0.0,0.0,68502.13,60393.57,35607.47,44407.47,-12161.44,-8880.6,1,1
1512,1717074,2017-11-09,C,10000.0,,"Amendment is to reduce the valuation and reflect the conversion of an existing $100,000 Promissory Note into 40,000 shares of common stock",107000.0,5.0,388656.0,0.0,88656.0,0.0,0.0,0.0,58000.0,0.0,168000.0,0.0,88206.0,0.0,1,1
1520,1715895,2017-11-13,C,25000.0,,,107000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1523,1721124,2017-11-13,C,10000.0,,,1070000.0,6.0,668570.0,93992.0,178973.0,4565.0,11097.0,0.0,0.0,0.0,0.0,0.0,-637934.0,-228112.0,1,1
1525,1718354,2017-11-13,C,25000.0,,,1070000.0,4.0,18617.0,6582.0,2903.0,1219.0,20.0,0.0,2566.0,0.0,0.0,6574.0,-4327.0,-7427.0,1,1
1526,1717408,2017-11-14,C,25000.0,"At the end of the offering, the issuer closed on $227,035 and 45,407 securities.",,1070000.0,2.0,0.0,0.0,24540.0,44646.73,0.0,0.0,0.0,85.0,0.0,0.0,190781.0,-438.0,1,1
1529,1721517,2017-11-14,C,10000.0,,,107000.0,4.0,34798.0,0.0,10782.0,0.0,0.0,0.0,429.0,0.0,30000.0,0.0,-293131.0,0.0,1,1
1533,1690447,2017-11-14,C,25000.0,,,1070000.0,2.0,186328.0,46083.0,57849.0,8676.0,20687.0,18272.0,350439.0,393022.0,225000.0,145000.0,-54795.0,-355447.0,1,1
1534,1721627,2017-11-15,C,111111.0,,,333333.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,0.0,1,0
1535,1720885,2017-11-15,C,100000.0,,,107000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1541,1722994,2017-11-16,C,10000.0,,,52750.0,7.0,102000.0,74729.0,6422.0,1656.0,49000.0,0.0,82977.0,25000.0,85878.0,98150.0,0.0,0.0,1,1
1547,1720486,2017-11-16,C,25000.0,,,1000000.0,7.0,114651.0,0.0,114651.0,0.0,0.0,0.0,0.0,0.0,19503.0,0.0,-83273.0,0.0,1,0
1548,1720486,2017-11-16,C,25000.0,,,1000000.0,7.0,114651.0,0.0,114651.0,0.0,0.0,0.0,0.0,0.0,19503.0,0.0,-83273.0,0.0,2,0
1549,1720917,2017-11-16,C,25000.0,"The final amount of securities sold at the close of the offering is $51,653.49 and 245,969 shares.",,500000.0,5.0,16605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-375.0,0.0,1,1
1552,1722191,2017-11-16,C,9999.99,,,99999.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8949.0,0.0,1,0
1554,1598982,2017-11-17,C,25000.0,,,1070000.0,3.0,594239.0,203910.0,32011.0,114561.0,1039.0,637.0,353289.0,183939.0,1255764.0,235432.0,-799357.0,-636917.0,1,1
1555,1719882,2017-11-17,C,25000.0,,,107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,1,1
1556,1716298,2017-11-17,C,50000.0,,,500000.0,1.0,41564.0,0.0,19303.0,0.0,257.0,0.0,0.0,0.0,40000.0,0.0,1019.0,0.0,1,1
1558,1721278,2017-11-17,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1560,1710782,2017-11-17,C,200000.0,,,1000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1562,1719970,2017-11-17,C,20000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
1563,1720044,2017-11-17,C,10000.0,,,107000.0,10.0,3157967.0,448.0,3038451.0,448.0,0.0,0.0,9000.0,9000.0,0.0,0.0,-2213623.0,-6125.0,1,1
1564,1695282,2017-11-17,C,150000.0,,,300000.0,2.0,195062.15,0.0,134755.51,0.0,0.0,0.0,13137.52,0.0,0.0,0.0,-79075.37,0.0,1,0
1565,1715007,2017-11-17,C,50000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1566,1721907,2017-11-17,C,10000.0,,,100000.0,3.0,2236.82,681.3100000000002,-43.18,681.3100000000002,435.0,0.0,17508.47,0.0,0.0,0.0,7440.88,8468.0,1,1
1568,1719488,2017-11-20,C,100000.0,,,300000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
1569,1722458,2017-11-20,C,400000.0,,,750000.0,2.0,527.3,0.0,527.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3388.14,0.0,1,0
1571,1722317,2017-11-20,C,50000.0,,,800000.0,3.0,2909.0,0.0,2909.0,0.0,0.0,0.0,292.0,0.0,33752.0,3352.0,-27783.0,-4352.0,1,1
1572,1722313,2017-11-20,C,50000.0,,,1000000.0,18.0,665610.0,398754.0,499084.0,354295.0,0.0,0.0,119569.0,21607.0,165772.0,21607.0,-627324.0,-110785.0,1,1
4993,1722313,2019-05-22,C,50000.0,,,1070000.0,8.0,360781.0,571495.0,121230.0,232971.0,0.0,0.0,97599.0,72262.0,252240.0,40303.0,-456973.0,-556856.0,2,0
1575,1722315,2017-11-20,C,50000.0,,,800000.0,3.0,2909.0,0.0,2909.0,0.0,0.0,0.0,292.0,0.0,33752.0,3352.0,-27783.0,-4352.0,1,0
1982,1722315,2018-02-23,C,100000.0,,,250000.0,9.0,334998.0,462140.0,9782.0,135717.0,18161.0,11786.0,58728.0,41286.0,99957.0,108848.0,-77875.0,-73259.0,2,0
1574,1721827,2017-11-20,C,50000.0,,,535000.0,0.0,111201.0,0.0,12199.0,0.0,0.0,0.0,0.0,0.0,61606.0,0.0,-32959.0,0.0,1,1
1576,1721835,2017-11-20,C,250000.0,,,1000000.0,3.0,55505.0,54198.0,55505.0,54198.0,0.0,0.0,0.0,0.0,0.0,0.0,-5191.0,0.0,1,0
3333,1721835,2018-09-12,C,10000.0,,,107000.0,3.0,22647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
